ConferencesDurationDaily,ParticipantsMonthlyDiff,ConferencesMonthlyDiff,ParticipantsSumDaily,ParticipantsAvgLastMonth,ParticipantsMonthly,ConferencesMonthly,ParticipantsLastMonth,AvgParticipantsDaily,DurationAvgMonthlyDiff,DurationAvgLastMonth,DurationMonthly,ConferencesDaily,DurationMonthlyDiff,DurationAvgMonthly,ConferencesLastMonth,AvgDurationDaily,DurationLastMonth,ParticipantsAvgMonthlyDiff,ParticipantsAvgMonthly
7122,-430,-82,4,4,64,27,494,2,21136,32444,1446666,2,-2089741,53580,109,3561,3536407,-2,2
